leagueId,tier,number
40ac0cd4-6aa3-48ca-b66d-916b27ec1f5a,SILVER,105
40b3802c-fe65-4347-bd8d-8388df9c3f27,BRONZE,144
40b6ea71-9a79-48f0-b59e-903268601883,GOLD,111
40b7a294-786c-4bee-bd30-318f99c1d57f,SILVER,188
40bbcf32-71bc-4dc8-ab0f-dbf234aaf16b,BRONZE,133
40c0ce25-7cae-4d8b-aa41-e20bf3ad94fa,SILVER,107
40c2a20c-4a07-4575-b824-9b1710b6c68c,BRONZE,66
40c4081f-9c22-4cc1-8188-2e90abe74d64,GOLD,188
40c52a06-6d7d-4548-93d7-df1ca108efae,IRON,60
40d06d44-fdc0-436b-a8e6-4c92b4269904,GOLD,195
40d36406-a980-4e16-9b84-11591184da6c,BRONZE,85
40d48fe0-cc25-4bbb-8dc8-f1b1e8c489cc,BRONZE,70
40d70e5a-a5d3-4417-9acb-d8217bac49e0,SILVER,181
40d81ff5-fa92-4938-864a-d1de37711030,SILVER,176
40db4cc7-32cd-4f8c-ba38-e0b1139d47e9,GOLD,187
40db705e-1ba2-40e8-8267-da4a1b6d7c14,IRON,17
40de6128-3bd2-4c63-9fd2-9729637bcc77,IRON,12
40e63bc1-4c2f-4f96-bc9b-525ecde3a65e,SILVER,172
40e9c7bc-12c3-4827-af28-4e8c7257e988,SILVER,172
40f8fb40-5377-4e53-a9cf-ffc534853a90,IRON,29
40fce576-5cb5-4e7f-9c78-e817592af862,SILVER,165
40fd2665-5f46-4a9e-a028-27d7b3ebeb37,GOLD,183
410b36f4-e0c0-419d-bffb-0552f1e9b8d2,IRON,27
410cd8f9-d288-40bc-ad87-1c1cf447c632,BRONZE,161
410cfefb-5025-4eae-925d-f4517c2813a0,PLATINUM,195
41151e6a-4a2a-4331-ad59-df82ebc1c304,IRON,29
411f876d-d357-4aff-97f9-c475fee83097,BRONZE,76
411fa5a1-b5d7-4f7b-9e56-f437385396ac,SILVER,180
41285740-9137-4742-bb40-46e2b7db33e5,BRONZE,91
4138b5be-b02c-471f-a31d-1052c9547bd2,BRONZE,155
413d4dad-6abd-45e8-be01-14d6c1507364,GOLD,184
41462744-1f48-4581-8d94-15d947de1fdf,SILVER,180
4146529f-ae7c-4b07-bb99-d6c28fcd20fa,SILVER,182
4148062e-0d26-4e01-8ead-1509242a9b10,IRON,62
414ebd7e-2d2e-425e-9aad-8e8b75c26aca,GOLD,188
41599ef3-5b06-4df1-acc2-ab9909e9c6cf,GOLD,189
415bd349-d2ab-4077-8db7-35f15ad46df0,GOLD,188
415c4731-b168-4298-b698-f4aa8c649273,BRONZE,62
41603024-efa0-4add-a2df-5854ed41bfeb,BRONZE,145
416a36b7-5b60-4be7-8332-4da410c00cb5,BRONZE,132
4170527a-d8a5-4b97-abd1-d1ae824c14ef,IRON,33
4171e1d6-f09c-4421-a3ec-19dddf2c1ad6,IRON,49
4180ed9d-d4d5-4857-afdd-9d09ea5d8b84,PLATINUM,197
419ad5eb-96f4-4fff-80fc-e96a4ec4ad99,SILVER,94
41a0628c-e217-4a67-9941-aa7fe79a2fd9,BRONZE,128
41a3c0dd-0405-4d3e-a2d3-beb0ca060476,IRON,24
41a60e67-e585-48a9-b1f9-41ba68a8f6e1,BRONZE,71
41b614ab-9de4-4203-9b43-1b7ddb7bcf76,BRONZE,131
41be33b7-4ec8-4678-9dec-1dada2e74b9c,PLATINUM,187
41c5564f-b9b9-49a7-badc-a2eda2bc40ad,IRON,20
41c6f9be-f6cc-4505-9399-aafaae6dc417,GOLD,181
41cbea74-0db5-4764-8212-f3822b05a2b0,BRONZE,121
41d71ee8-21ef-4b7c-aa51-05a765bc6d86,SILVER,170
41da1b17-8dba-4c97-b4e6-aa0b26fd888b,IRON,31
41da924a-444c-4129-8fe7-9398cb1af7d2,BRONZE,149
41e15546-05d2-46a5-bcbd-f37919acee61,SILVER,92
41e2c062-6a2c-46c2-ad6f-c1b28de68649,SILVER,175
41ec5f90-3473-45f1-bf56-afe357ae6692,SILVER,176
41f88510-ede2-499f-ac57-b599a62e27ec,SILVER,178
41fb2889-9f51-4aed-828a-1f9451172e90,BRONZE,70
41fe7e76-6fcd-4fd2-9f0b-59016b482d80,SILVER,174
41ffd0bd-6520-4225-b5cf-595b47630486,BRONZE,65
4203ae62-f873-4698-b152-0a004cdad7f4,GOLD,192
42099b2e-42b6-4a57-9752-c20a13da7791,BRONZE,68
420e7b27-ed3f-45cc-85ce-324c916175c8,SILVER,176
42111b6f-4c5c-46d2-9473-238fc1b848bd,SILVER,176
4212d671-a6d4-4357-9121-d840b2c17f52,SILVER,178
421f783d-4661-4684-b0ba-1ef807091890,BRONZE,83
422aa18f-13ac-4df5-889c-8f95c79d0cbd,BRONZE,154
422acb2b-ce93-414f-9684-664aa7bf7b83,IRON,74
423884b3-df9b-4360-879e-3dfb4388376f,BRONZE,63
423c13fa-4b49-4fb8-93ec-50443a36d28c,IRON,13
42464630-2fc9-4bf7-9e07-1a8750d72b28,IRON,38
424d0f82-a67d-446d-9bb9-df92076c9a82,IRON,46
42509759-d3bd-48dc-861e-c0587695ad2f,BRONZE,130
4257391f-dace-49be-91ef-73f994a08493,BRONZE,137
4259baf8-e626-4afc-a728-d283e540c173,SILVER,146
426f6d80-b661-4d4c-a85a-436bb493ed97,DIAMOND,201
42718d52-b377-4e58-96e8-9dd8cd8322ed,SILVER,173
42734e8c-c0d0-4af9-a234-ce73896701e7,GOLD,186
42803b93-cfa7-48e5-961a-7a1768ee6141,IRON,80
42865182-5770-4f68-ac3e-2449256e5db3,GOLD,189
4287ec63-fd46-4a7f-8cfd-39f546ee86e0,SILVER,99
42887ff3-7f7a-4efa-8580-92a5c4c5bd34,IRON,36
428e962f-192a-47e9-a220-7adf0133aab9,GOLD,193
428f72bc-43ff-400e-bc9e-17f10995a5cf,BRONZE,100
4292d6be-0402-46e4-a757-622634050b88,IRON,9
4296f9e4-0481-455b-b1e7-29c63a809c1f,GOLD,189
429afeaf-1d96-4c99-b4a7-c9b9e5c11aec,SILVER,176
429cb69e-3af6-462e-a2e6-e8484d071e31,GOLD,189
42abf349-032a-41c5-ae2a-91584f864c72,BRONZE,79
42b6d9a3-71c8-4fa1-9744-c9b2493cb2f4,SILVER,92
42bb2fdd-f5b0-4e0b-811d-cefe1c7ff523,BRONZE,155
42c5485b-af7f-4843-8c0a-a732950dc438,IRON,36
42c5a695-f42c-414f-bcfe-c5e27359c9d1,IRON,34
42cd86a7-a4f6-47a4-833e-ba4ed3f5cd1c,IRON,23
42cf625d-9076-41b1-8636-cb3938519393,SILVER,104
42d6e92d-84e6-43c8-b3a5-cc5b98b4f361,GOLD,193
42daf5da-331e-409e-aac4-c7b6ec4cb6ed,BRONZE,118
42f19a32-0337-463b-96f2-ffa4493a59ff,IRON,76
42f5d487-7c7a-4200-8e38-801414bb1505,BRONZE,68
42f9db12-46d0-4fd8-b07d-9ce8e1449265,IRON,23
42fbdf54-7490-4319-b914-2ab864d72984,BRONZE,89
43030dec-3845-4614-818c-230eb9c776be,IRON,23
430b5256-2dc0-4255-9b55-56b5b589f5fd,SILVER,183
430e4620-81bd-4437-8180-d98504904c3a,BRONZE,71
431278af-b3a3-4fd2-a82c-368c09e7a84c,GOLD,185
43170eba-54bf-4a00-8448-571b3f886003,GOLD,193
431a7ea0-365d-4d8b-a53c-cf85f6a67c01,SILVER,179
431e6517-2cbf-41fb-9b21-2ae2958fd637,GOLD,191
43228107-2483-43d0-9f35-1329af9d049a,GOLD,189
43234b42-d631-4f3a-b00c-db856dfaae49,IRON,67
432413e7-2880-4e54-bdf6-2785b804ad4a,SILVER,107
432c4f3d-7d1e-4246-bed3-df1e910180b4,IRON,72
43308ac2-a664-407a-914c-a7aa068d5647,IRON,68
433199f7-7255-4bef-b0c8-516bb64abdc3,IRON,43
433337a2-65c8-4604-b7bb-2bd2a796364f,SILVER,175
433f9a33-48ed-4bd4-bb57-378995fa69d0,SILVER,175
43455696-0cb8-411c-8c97-21533fd00d12,IRON,64
4355b558-92f3-42fd-a8b6-d3d4587baa10,GOLD,131
435e342a-928f-4174-9c0c-d287ac257425,BRONZE,80
435e741a-29a8-4754-97dc-7dbdbc894f4e,GOLD,108
4362e0a6-2cab-4535-b8e4-b7d736f23581,PLATINUM,200
436d9ccb-8ba9-4419-b40e-03b126157eb8,BRONZE,94
436f8aad-b684-4e90-a89c-50dbb5d2dad3,IRON,22
436fae74-aa9c-4a0a-865e-dc47ca7e61ac,GOLD,196
43765ed3-b3d6-46bd-9f24-e4ba649c5184,IRON,24
4387c2a8-bbd2-4c44-a988-d05f3d3300d8,IRON,12
438aa001-eaf8-475e-b360-f67c7994290e,IRON,82
439773bf-eaf8-45c6-98f8-a0b2ef1b0bbe,IRON,32
439c638e-20ac-44b5-9408-08c2241d23c6,BRONZE,127
43a56d88-f90a-4af4-bcf3-50648c9c5cad,BRONZE,131
43a8ba68-73c7-46dc-abf9-913a60f31b45,IRON,37
43ad588b-dad5-47e4-900b-8d14a8aed103,IRON,30
43afe834-01f6-4c04-bb37-b9682bdf0212,IRON,51
43b01e32-cceb-42c6-9645-4ee71b5eabd9,IRON,22
43bc59f2-e51e-4712-8097-d6d1f3e87bb5,IRON,93
43bf4a70-2854-486e-b2cf-3fe3371092b0,GOLD,194
43d3a733-69f2-46d6-8f15-e550e833208d,SILVER,183
43d734f5-0405-4b7d-b073-fbff9b150805,IRON,7
43d79f02-ac71-4a5f-aaf7-3cab1fb91547,SILVER,87
43db17d2-d1b0-4627-99e5-7b3ecb320ba1,SILVER,174
43dd3387-e15a-48c6-97a7-b529ebf302ea,SILVER,128
43de95ce-ccb0-4c61-b21f-2cc0ab832da6,SILVER,170
43dfcd95-05fc-48b4-82f3-c558d53b5bbb,BRONZE,75
43e00247-c796-46d4-9c41-16a6e787b8dc,SILVER,111
43e4d5b5-7612-4e95-ba22-0c99fe28ce70,PLATINUM,197
43e963eb-40a1-4096-8e1c-971c5223246c,SILVER,178
43ea8db5-3a52-4868-98b8-62a3e3fe4f84,SILVER,181
43f15f48-90ce-41f4-9c4b-c4d3b2a9e94c,SILVER,122
43fa9bf3-8766-4679-89ad-7a6408eb0493,GOLD,194
4400ff29-92c2-4f1e-8193-fe41579d9549,PLATINUM,197
44060196-f7de-4139-bc57-8de6168653a7,PLATINUM,198
44096a42-14d5-45a6-bd1f-b2934023f126,BRONZE,150
440f38c3-06d7-46c2-8836-348877b1bc47,PLATINUM,194
441175a7-3abb-4994-bfc2-cb06d8044a4f,BRONZE,143
44159a7c-825e-4213-b344-4f610759fbd8,BRONZE,72
4418ce00-a1f1-4ceb-b03d-4a8ceb39937f,BRONZE,136
442486c9-4549-43cc-8feb-031a406a0748,BRONZE,115
443b4d24-1f1b-4f9d-9ad5-e34d6e7a85e7,BRONZE,143
443d6863-0343-4037-8e1b-b44b93cf760b,GOLD,186
44413b1f-46ac-4def-815b-d8c8ddf4b954,BRONZE,132
4446d786-79c3-4dc4-a84f-601caa59f5ef,BRONZE,63
44485218-53ea-41bd-995c-2b8762058e35,BRONZE,72
444b5090-32f9-4ec3-ab9c-c4eb94a99376,GOLD,196
444bd0dd-44d5-4232-a90a-41a2545329c3,SILVER,177
44500881-4f16-49f6-98c9-6bb3a411947e,GOLD,186
445572bf-1ac4-44c3-9070-474ac694c7eb,BRONZE,144
44567162-339b-4777-932c-44015d79e507,IRON,16
4458e0cc-b967-4fff-b0d0-c47ce619d7b1,GOLD,194
445c0983-2439-4fad-b645-56acd66b621b,SILVER,100
4465e981-d47b-490d-ab61-d64e6374da7d,IRON,18
44695627-724e-4036-a431-0262a973f3ff,BRONZE,136
4471fac1-ee3b-471b-b42d-034ba3940652,BRONZE,153
447ab59b-16e8-4678-af19-22424f945fd2,BRONZE,144
448683e5-3e43-451d-a706-0b1423915ce1,IRON,23
448ac350-5cd0-445f-a83b-dd705d84c1e8,SILVER,152
449273cb-ab42-47a9-981a-a7c8f0d2c004,BRONZE,120
44957bf3-8a93-4df9-8fb2-f048645138c1,GOLD,189
449f9388-6711-47ce-b24f-517909027ac4,BRONZE,147
44a319b1-d37f-4f7b-b17d-7bbdc4377ca9,PLATINUM,197
44a4392c-0350-4db2-a005-a0e6004e83bc,BRONZE,63
44a54a6a-fdc5-452d-a7a1-768d7c5f3a38,IRON,76
44b05388-cfeb-49d7-bb4d-a869283bbc45,GOLD,190
44b4ecf7-4e30-41c4-bb64-31a56e9c47a6,IRON,73
44b5aed4-4133-4362-91bd-76c2b5399bcb,BRONZE,98
44b8c249-a98f-4c5f-bca0-c9f4bfafc5da,IRON,69
44c1638a-ad52-4866-aa87-683f4470e887,IRON,33
44c351ad-1612-46b6-a494-109b396b97a2,SILVER,184
44c456fb-8f80-42d9-9eb5-9ad00f8d45d2,IRON,92
44ce136c-3098-4821-ac68-a9cad3975825,BRONZE,152
44d27458-1e30-4f98-9b7f-f62f230bd870,SILVER,121
44d634dc-ee19-4833-9c19-310dc27e9f88,GOLD,187
44dfbb8a-fa63-4058-83ad-b1c39a928789,BRONZE,132
44e31d81-ddf5-4025-8977-61526954f347,SILVER,177
44e7de25-e0c4-473d-9290-d6d8540a7166,GOLD,189
44eacb27-6c1d-4dff-a4a1-edc7a235f066,IRON,88
44f1ac7d-c834-4957-b23e-b6ad53686a6f,IRON,21
44fdc832-ce33-4400-b6f5-8d9d7f44a2d9,GOLD,191
450213b4-81a2-4191-95e2-d25dbf6d2fd5,BRONZE,142
45033606-c916-4771-89a1-4a74ad770254,PLATINUM,194
450bdb78-47ae-46f3-9e28-4e84984f6997,BRONZE,143
45101db2-4d67-4805-a9b0-6c5e1fc04ba5,BRONZE,132
45118a3c-d5b9-4722-b9ad-3e4c70686e91,SILVER,91
4511cdd1-2044-441c-9b66-4f71b3e88a7a,SILVER,181
4512653c-8a23-4a4e-b778-a18b7a3de637,BRONZE,156
45196966-7b7c-4e2c-b473-c2b981cb98ba,BRONZE,61
451bbe5c-3a90-44f4-885e-36f19a088958,IRON,64
451e1a5c-d9c1-4a60-8f7b-1548c507cd1d,BRONZE,141
4525b766-4a03-4265-a582-b7728b2819e4,SILVER,181
4526b04f-3393-412b-bd1f-3d13ca1da670,IRON,31
45289c16-915a-4e9e-81b5-f9bff04ea063,GOLD,122
45331f3e-2b18-4356-b97f-269dc56d7aab,IRON,12
453b9f1b-7aa0-4e86-80ec-22713270a75f,BRONZE,121
453c0ab8-8f64-4dd8-bc9c-14b595b015c1,PLATINUM,136
453dc995-3531-4936-a9f7-88e047e72e1d,GOLD,192
4544f257-7119-4132-ac07-3ed1bbb54e73,IRON,29
455ee6a6-d501-447f-bfa1-0d75e830d578,IRON,46
4561d3c9-b5c3-4e7a-bb74-8872496b89e5,GOLD,185
4567d779-1460-4800-bebc-144710c7a0de,SILVER,184
4568073e-de9f-4333-a213-ef5b87dab4f5,BRONZE,142
456da8f6-b892-4073-970c-5113198f40b2,IRON,29
45708f09-7bec-4c3e-a690-ec6ba17c4cb0,SILVER,170
457a7046-6138-46d2-a431-01cb7c32df69,SILVER,170
45810736-619b-4945-b1a7-6c06aab9201f,IRON,30
4586e6d3-4135-43c1-a9f8-cce688d09b79,IRON,54
458787db-73c7-429b-a714-946f1afd7777,GOLD,190
4589c5bf-69ff-4328-ac98-785b478b6488,GOLD,110
45cda5f9-a0f8-4eba-bc23-4cb10a4f6676,IRON,21
45d44bc7-244e-4373-abcb-a7cfda0467c2,BRONZE,57
45d61a4f-823b-4eb2-a1b7-b7d5e1eaf2f3,BRONZE,105
45dc550a-186e-4639-a7f3-46c6bd29a2ae,IRON,58
45f1bc66-bb79-48ab-aa5b-d2a4a7d7850c,SILVER,165
45f353fd-d55d-4294-bc70-95f1977b7c07,BRONZE,98
460d1976-df2b-459a-bcf3-3d6a0cbdabd3,SILVER,176
46115b0d-b41d-4da1-aa75-31d5224df65e,BRONZE,154
4612c520-6baa-45a4-abf7-1681f9905bbd,IRON,47
46141016-439e-4f49-b409-45adc59bf0da,BRONZE,161
46259ea3-6942-4027-bee2-7817b0cb7245,GOLD,189
462b6f17-9dfb-4564-bcc9-d07c12ea046e,SILVER,179
462b887f-d288-4066-ad9d-cea5d2a2651f,BRONZE,132
462c6a7a-b251-4bdc-8a72-c7e8d874b3b0,IRON,19
4631932f-4597-494b-baf2-84eb028127f7,IRON,33
463e9a17-cd52-475c-82dd-7826b97ee301,IRON,21
464987aa-b1a4-4040-a111-9d4f9c29db34,SILVER,133
464d85b5-fea8-4104-9a93-551dc22c4883,GOLD,197
465f1314-b735-4060-b110-5e5254b2a27f,SILVER,170
466463fe-fd3a-42cf-aed7-8934944772ad,IRON,22
4665c738-8213-4853-bf1a-3ec35ece9d68,BRONZE,71
466e3379-6afc-4555-8734-c763e3db8808,GOLD,193
467743b6-98cb-44ee-aaf1-9b34e88decb2,GOLD,188
467a8fcf-b9bd-4ab0-b5ae-067aeeedc538,GOLD,193
467e96f9-825b-4f01-80de-e0869eacc867,BRONZE,141
468668d5-2d5a-4925-8bc0-757b48bbd7d0,BRONZE,91
468faee9-5525-4ad8-809d-d221288c1790,IRON,76
469b8e23-20c3-4150-8289-38b42efe8ba9,IRON,39
46a20ec0-2f7c-4ac1-931d-27304133ea35,IRON,24
46a744c2-eb0a-40f7-abfd-7b3754df3347,IRON,21
46b22332-4c95-4f4c-bbeb-d5dbe2b6b2ba,PLATINUM,201
46c4ab4f-669e-488e-ba4e-c2de2a6b96f0,IRON,19
46c6d79b-461b-42d0-96e6-acde549e17bd,IRON,25
46c76b8c-128a-438d-8720-f6827291a910,BRONZE,120
46cc106a-42ec-425e-bdb5-3dffaddb8030,BRONZE,68
46cdce8d-3218-4c9b-92c7-2178dd394128,BRONZE,151
46d19341-3296-40f9-b09a-e45c1039ffdd,IRON,13
46d8f4cb-b3d7-46c8-8dbc-d4d6a5f39d05,BRONZE,151
46dd8fd8-d11d-4e5a-acf0-23464cef09f7,IRON,33
46e4609b-af3c-4a25-91ad-88909d19f6a7,BRONZE,75
46ec43c2-5cef-4b41-b810-65df6ef0fa68,GOLD,124
46f5c9de-27ca-43ca-b4de-c22378e0455e,BRONZE,140
46f81d13-7599-4b39-b385-3275f3ce0c0e,SILVER,99
46fa1697-806f-41b3-a76d-de7478cdea4d,IRON,34
46fc6885-7410-43f0-b2e8-465ca9a2e639,BRONZE,75
4701fa75-3c70-4a50-9bf6-49e9f741b308,IRON,17
4705ea3b-cd75-4e20-b197-2594a2a237d6,BRONZE,71
4706bf4d-27a1-422c-aae7-b0f7b707100f,SILVER,175
4710d275-f7b6-40d2-98d2-767345cdac29,GOLD,191
47119c5a-4ab1-4f85-8f3b-c79607f6fffd,SILVER,179
47192439-6faa-42e1-a68f-f4a961b5c26b,IRON,14
471aaff0-f9ec-4410-8ca8-1f1c26141b21,IRON,64
472ed835-abfc-47a2-b95f-e36cbf0f450a,SILVER,184
47370f75-96c0-4a2f-aafc-575d3e6fb01a,PLATINUM,108
47389a90-a90d-41b8-93fe-63fe7eb3405d,GOLD,128
4738e824-27fe-44f3-8713-705e0d1505d4,PLATINUM,201
47410972-892b-43d8-b6aa-993c77a8ec94,IRON,27
4746fae8-cd37-4a46-8865-6fd3f95b26b5,BRONZE,131
475832b0-5fdb-46c5-8322-92cf38b4e249,SILVER,184
4760ee40-bbf6-48cd-85b7-8af7c281ad1a,IRON,18
476afa50-150c-4025-b7b2-2b28b6f1f339,SILVER,93
4771c8a7-aec6-46db-95d5-f44119a5fc2f,IRON,32
4772baa6-e196-4863-8e93-d65cefe1efcb,BRONZE,140
47740c27-d379-48e6-a550-87561bfe730c,IRON,20
4777f54c-6882-441b-a392-dbe2785df2ea,SILVER,183
477c38bf-b2ed-4fdc-8eb3-140d08a07b6c,DIAMOND,183
477d5371-0da1-464f-8ce6-9d737a6b95b5,BRONZE,71
477ea3fc-d1bb-4d21-849c-3573ba937124,SILVER,185
478324e8-d850-46a0-8eb2-8b1fefd4e192,SILVER,170
47860ab6-8741-4240-a24a-501ffb62e4ed,IRON,27
478aacff-b97b-4bf1-81f7-147531ca8296,GOLD,194
478e1d63-137a-458b-bee9-c1300340acb7,GOLD,191
47904c6a-4511-4999-bf5e-036e6e6feb9d,IRON,91
479161a3-a0f6-4c93-91f6-88f0651c9859,SILVER,96
4793b021-f119-464f-a38c-5a650cc7c038,BRONZE,140
47a44631-0388-43fd-a396-d4ab92e43014,PLATINUM,146
47ad7767-9295-43c3-87f2-11adca9be36f,SILVER,179
47b31b34-8a8a-4547-a576-b9b9914e2430,GOLD,238
47b6486e-fa18-429b-8e8e-22ef4674aae3,PLATINUM,197
47bd59b5-cb4e-44e9-b79d-76f7c6e8c649,IRON,80
47bfca02-7bb1-4700-9256-5891a66a2894,IRON,87
47c16333-5116-4f65-8364-206eaabd7f06,GOLD,191
47c98a31-5744-4ed5-9258-1f4c0b254b4f,SILVER,168
47d81e34-ce5f-4d20-a5ce-08036d830d7b,IRON,48
47e5d3a0-c2e1-405a-9bc3-68f5761cd8d8,IRON,18
47e61e26-5cf6-4bac-87d1-1feddf3bb842,BRONZE,139
47e6d766-464a-4cd1-ba95-1b3366657ff8,GOLD,195
47fbb9e9-8dc9-4b6c-a444-05d208e0fd80,PLATINUM,196
4801700f-78bb-4aa2-a454-a3d6ba4d0c9a,IRON,95
48194c4f-b294-47b0-b735-b4979ec4cc7a,SILVER,102
481d9e9b-a60e-4be8-9560-aa0c2239a5ee,PLATINUM,197
481f45dd-71ab-4131-a80f-8f1d0c01683c,IRON,45
482a5494-dd47-42de-ae91-77889f938702,SILVER,145
4830ebe8-6e2b-4f30-9180-5c88945cd579,GOLD,185
484de0db-8aa8-4841-b675-317f83670351,SILVER,179
485dcb56-a0b0-4018-9aa4-0ccbee4b9469,SILVER,187
48655307-259e-4cce-81c2-78215b681c71,IRON,20
488110fe-ec35-4c03-a6b8-1f7c5eddb901,IRON,70
488d7c66-5825-4a9a-8656-f91cc1206116,GOLD,189
488e9de4-4aa5-4c70-86d2-b05f6723cc71,IRON,27
4892e876-450e-4907-a7b5-5d5e23ed54b2,SILVER,178
48a2d737-fb1b-4337-9f41-9c8539f9f628,IRON,21
48a4a373-9e97-4e35-b6b1-9b51a4d9ba2a,GOLD,189
48a5dfad-8119-46bb-b9d5-1dfee0cb2755,GOLD,190
48adbba9-52cc-41ae-bf17-293d46bf3322,GOLD,177
48b59d90-abfb-4357-ade2-c889d018af70,IRON,29
48b59ebb-c160-4897-97c0-1d002978cc05,GOLD,186
48b68b15-599c-4519-b0ff-99eb47728023,IRON,8
48bb19f2-44ff-42e7-9245-d24046187f2b,SILVER,188
48bf205d-9ee6-49f2-b4a4-a79e774fcc94,PLATINUM,115
48c3b032-2f10-4aa6-9181-a8aac6da5d4e,SILVER,177
48ceb35f-e430-4832-820c-f92c1dbc6254,IRON,49
48d29d70-3fda-4f74-8627-8023845f699a,GOLD,186
48d3ffb3-c298-4bec-abd8-a19918228b43,IRON,18
48daca6a-b264-42e4-a361-ad1c942a51fb,BRONZE,62
48dd2c32-dece-4d0e-a7db-bc8af0ab4754,GOLD,193
48de8cf6-fbc0-476b-b141-542387e6cec6,IRON,92
48e3599c-f306-46e1-abca-fec0036e32f7,DIAMOND,200
48e73c32-7fbd-456a-ae08-c445ea6a3a2e,GOLD,186
48eec1a9-f299-44a3-a621-b4528f71086c,SILVER,175
48f16b12-67fd-4f7c-929e-e0918948516d,SILVER,174
48fb72fa-bf93-473b-94ff-128a61d6ac25,SILVER,182
48fd5cde-997d-4ff8-94ad-6191fafe1b17,IRON,20
48fe975b-1f6e-4570-850c-e1c49fb0c848,GOLD,189
4912a6f9-a7d5-4519-a02f-0083d8009fb3,IRON,24
492edf8c-09c5-401c-868e-f9f3e4a2b321,BRONZE,135
493407d4-963d-4ef6-a4e5-77ab25a3715e,BRONZE,80
49359592-3583-426d-a848-160ff3709bfa,IRON,89
4939feee-7159-433b-9b60-ce869529a624,SILVER,176
4946a26c-460d-46b5-b5bb-7ec83c989687,PLATINUM,157
4950cc2b-caad-42cc-a834-217281196355,SILVER,186
49582418-c7dd-4bcd-986e-4e46e531b4ad,BRONZE,66
49594f1e-b011-47a8-9171-624961b8ed39,GOLD,185
4965e166-ffb8-4603-9889-d9861284f3b3,SILVER,183
4969dc87-787d-498f-9833-07b0f3190028,GOLD,187
496c0def-4ab8-47da-9f2c-5e980406b08d,IRON,32
4971b254-23de-4381-a2d3-3f451d16bc3a,BRONZE,43
497782a2-9c80-43f6-b6f6-7fea9c9d9324,BRONZE,77
49803101-e5af-4e70-b8cf-351bb575438f,IRON,108
4981729c-b908-4fbc-ac5a-960c4e6797bf,BRONZE,117
4982ebde-b3c8-48ba-98dc-ae1e4f09903f,GOLD,185
498336af-8a65-4bbb-9a11-7ab7feb3bb81,BRONZE,71
49855060-d884-4242-a302-57c6c5038248,SILVER,179
498d1ec9-45cb-4ae9-a9e5-4de213314e6c,BRONZE,71
4999fb15-f108-44bc-a73c-6ee65fdff061,SILVER,185
499abd01-5b46-4951-b6c9-9a6c8f56e52e,BRONZE,142
499d3e29-83d2-453a-8c64-520dc474c2e4,IRON,65
49a7fe1b-8786-4e8c-a25e-f5369e1ab139,BRONZE,70
49aab3a1-433f-447c-aff5-2456d013c4e2,BRONZE,130
49b0e287-f32d-4dc0-aef3-fbd86ca07aa1,BRONZE,134
49b8ca34-904f-4832-86e8-10444c2863b9,IRON,13
49c43daa-94dd-4147-a520-142283f51b7a,PLATINUM,195
49c7dfbe-dfb2-474a-8474-f5cba51c9239,DIAMOND,112
49cab731-a14c-453b-8249-0a451ad285bc,SILVER,113
49cef368-9bc8-465c-bae3-7749bc236b48,PLATINUM,189
49d862b4-3e75-44f4-a145-59af2300b8e5,IRON,63
49d8ecff-61f2-4b01-8c89-2f7e97408167,BRONZE,147
49eabb90-5fac-4f2f-98ee-bcd1b3d5c50f,BRONZE,141
49f3edab-da96-43ed-9766-247052e522c0,PLATINUM,142
49f4c26d-e25d-44df-b5dd-deb452dcebaa,BRONZE,60
49fd3c06-44af-44b4-b9be-197d76c93d9e,SILVER,93
4a06473e-3113-4343-8182-a1ccd7a7ee6f,SILVER,172
4a0bd87b-9cc8-4f87-aa43-e30d2af872e2,IRON,96
4a101755-5886-427d-b5df-5813af879783,SILVER,93
4a196497-1df9-4e4d-b4bb-766fd26e3d27,BRONZE,135
4a21a75e-6b8a-4948-8f12-3e9ceba4da07,IRON,40
4a28bfd5-6825-4a74-80ca-dfea56d8d3ab,IRON,73
4a3554b0-8d06-4282-bcf9-e5391e45aa06,BRONZE,71
4a39d642-4ce5-4368-a159-204c68e86e72,IRON,93
4a3bfddb-1f35-40a6-b72c-6fe9c32bb3f9,GOLD,189
4a3e3023-e4df-4e2d-b9ed-2168a531dce0,BRONZE,68
4a419a01-39cc-4bec-86ca-be0dfaed8d5e,BRONZE,33
4a4b1a05-0256-4610-b67a-4cd96544ad92,BRONZE,132
4a4bcbfa-cc69-43d2-8cc2-3048c6f33a91,SILVER,181
4a53ee3c-07cb-49ba-b921-6dfa35f832bd,GOLD,187
4a54903c-50cf-48a5-8ecf-4be75e1e5fe3,SILVER,102
4a5599ea-a649-4898-9a4d-8ee6e6c0cb68,IRON,92
4a6965a9-75a3-4466-83a5-3a2a2a916635,IRON,71
4a6f288f-c5e5-4faa-a0e3-f35d363aa16c,IRON,30
4a774a08-9623-4c5f-af6d-1ff8b27e6032,BRONZE,132
4a7dac97-f7be-4bb8-a1e9-13e69edcbde3,GOLD,185
4a7e0bc7-92a0-49e1-a648-556586cb868c,SILVER,171
4a7f6561-ad55-410b-8800-d7004ef75d0a,BRONZE,62
4a844235-bf13-40e4-bc9d-597d8e6ec895,GOLD,181
4a89048c-a702-44f3-95d9-18221f4a1586,SILVER,173
4aa5e2e1-5b34-4e34-a082-e984283539bf,BRONZE,142
